datetime,actual_value,xgboost_forecast,lightgbm_forecast,gradient_boosting_forecast,catboost_forecast,adaboost_forecast,lstm_forecast
2025-12-20 22:00:00,9.67,11.896325,11.44420183769267,12.177247658909591,11.135717163804708,13.106985697832734,11.56
2025-12-20 22:30:00,9.62,11.347441,10.636931819373702,11.937306978419292,10.303030651258126,11.273231737782892,11.1
2025-12-20 23:00:00,9.49,11.0482025,10.350669178645164,11.186901380385862,10.095482716767435,10.576270884174416,11.28
2025-12-20 23:30:00,9.33,10.593189,9.729224069175048,10.001942546517178,10.259912952868127,8.38550881057275,10.67
2025-12-21 00:00:00,9.22,10.158592,9.405362369776416,9.21734515434552,10.030736912374438,8.36034559384442,10.22
2025-12-21 00:30:00,9.17,10.255058,9.160380522757244,9.094809178742327,10.111384516792272,8.578707448540385,10.13
2025-12-21 01:00:00,9.17,10.330834,9.116848847645452,9.046051718456273,10.101018264043566,8.800452775502588,10.06
2025-12-21 01:30:00,9.02,10.451439,9.221812500842658,9.172258673828049,10.262363986489804,8.800452775502588,10.13
2025-12-21 02:00:00,9.09,10.303763,9.351885956927497,9.220322936796114,10.263707569985163,8.800452775502588,10.17
2025-12-21 02:30:00,9.17,10.471508,9.37498964681215,9.220379688262538,10.171597444691889,8.800452775502588,10.27
2025-12-21 03:00:00,9.17,10.569511,9.269914413336522,9.225362617882247,9.82134645284708,9.291207996034828,10.22
2025-12-21 03:30:00,9.17,10.548341,9.461816889289672,9.366314702081723,9.733985510974636,9.291207996034828,10.25
2025-12-21 04:00:00,9.17,10.499712,9.525632900156335,9.215216336779664,10.0087881309926,8.800452775502588,10.33
2025-12-21 04:30:00,9.17,10.476086,9.525830295018922,9.790134578039265,10.02602132521109,8.800452775502588,10.13
2025-12-21 05:00:00,9.17,10.526089,9.728374168532154,9.831210394001523,9.4799964259032,8.924472233605046,10.3
2025-12-21 05:30:00,9.17,11.091208,10.099805600771113,11.696748623010023,9.468153110982133,8.933845495370813,10.7
2025-12-21 06:00:00,9.17,11.0361805,10.054674003149442,11.684148007702849,9.70643194673062,11.187881022436446,10.82
2025-12-21 06:30:00,9.43,11.37902,10.537010031756068,12.179375502525422,10.401582283540897,12.36684439954555,11.15
2025-12-21 07:00:00,9.62,12.0271,11.591410909938324,11.504584487422871,11.59271102729572,13.14773625598477,11.63
2025-12-21 07:30:00,9.16,11.8965225,10.531740939976633,12.553175727403282,11.39121915380076,13.106985697832734,11.22
2025-12-21 08:00:00,9.07,11.784588,10.483573880400815,11.420461590472406,11.023617271615048,13.089508514437254,11.32
2025-12-21 08:30:00,8.69,11.804812,10.301634403521806,11.450444320050424,10.737055395499352,12.46802498855974,10.8
2025-12-21 09:00:00,9.0,11.793629,10.373169204228375,11.373463053717566,11.78042349716168,11.273231737782892,10.42
2025-12-21 09:30:00,8.78,10.860698,10.380816223403755,9.90722164340971,12.258421582283164,9.291207996034828,10.09
2025-12-21 10:00:00,8.72,10.6440735,10.412752493398369,10.21988096300856,12.10525105501349,9.27528525438898,11.34
2025-12-21 10:30:00,8.69,10.575972,9.546247779562576,9.506003950555892,10.999868179883686,8.36034559384442,10.62
2025-12-21 11:00:00,8.66,10.007022,9.659074286319024,9.445956352468638,9.604900763352957,7.75435448440363,10.52
2025-12-21 11:30:00,8.73,10.519209,9.66298042154548,9.465387675139414,10.847844720169585,7.471945320883604,9.08
2025-12-21 12:00:00,9.26,10.2263975,9.362329287212283,10.41291648368833,12.423337188164572,7.0607999930633865,8.94
2025-12-21 12:30:00,9.15,10.037644,8.923087997807048,10.62753382782587,11.636024381250746,7.0607999930633865,8.93
2025-12-21 13:00:00,9.5,10.77646,8.773567173101222,10.238329499918605,12.778662192606271,7.586680814940996,9.1
2025-12-21 13:30:00,9.55,10.6405115,8.974127675276131,10.188375843489167,11.072882607409822,7.732856686639216,8.98
2025-12-21 14:00:00,9.61,10.701592,9.038671870169557,10.118533193327169,11.817627186811883,7.811469882664264,9.95
2025-12-21 14:30:00,9.93,10.681981,9.288896266152806,10.256875596122422,11.469843946692478,8.74806274059605,10.46
2025-12-21 15:00:00,10.57,10.323632,10.030660582786137,9.96093042320146,13.166452045554207,9.3928986954622,10.57
2025-12-21 15:30:00,11.05,11.972811,10.834042715954489,11.43132942606482,12.626929826996731,12.21807509398078,11.79
2025-12-21 16:00:00,10.0,11.930725,11.905071220096165,11.773220782414686,12.521448145129812,13.089508514437254,11.37
2025-12-21 16:30:00,11.5,12.957119,11.388659936959684,13.864654801837863,13.330384773771184,13.582660166769609,12.49
2025-12-21 17:00:00,12.1,12.315683,11.924080305793076,13.141124917029268,13.146743185391196,13.435627095734118,11.84
2025-12-21 17:30:00,12.0,12.638915,12.384458928139177,13.168751219483108,13.20049811594449,13.416680429508771,11.6
2025-12-21 18:00:00,12.36,12.190253,12.141145248518942,13.001349878669254,13.114478979321232,13.26825176602713,11.68
2025-12-21 18:30:00,11.1,11.942214,11.907208540219743,12.823739293548076,13.14958204204692,13.369164630232936,11.33
2025-12-21 19:00:00,12.0,11.629373,11.666545980711986,12.547075772722671,12.54337820356829,12.473685468065916,11.07
2025-12-21 19:30:00,10.76,11.52471,11.579550631750063,12.498897112126302,12.733633191970563,12.473685468065916,11.04
2025-12-21 20:00:00,9.68,11.433317,10.860072139877188,13.843648821649913,12.234502235501246,12.46802498855974,10.92
2025-12-21 20:30:00,9.92,11.406075,10.78337350567458,12.452948459973609,11.904202639525474,11.94434315734298,10.75
2025-12-21 21:00:00,9.64,11.746111,10.46588424794187,12.335801422654214,10.997810022675049,12.36684439954555,10.73
2025-12-21 21:30:00,9.1,11.4139805,9.9865358142204,12.160651106459824,10.736644361628096,11.344240612838934,10.59
2025-12-21 22:00:00,9.54,11.148021,10.302251526354054,12.141491539089794,10.181481305431069,11.180953122539114,10.53
2025-12-21 22:30:00,9.4,11.228993,10.302251526354054,11.01023286749899,10.760137813224938,9.870817557511112,10.29
2025-12-21 23:00:00,9.17,10.852181,9.442002642510682,10.475335050148262,10.733891662506068,8.933845495370813,10.11
2025-12-21 23:30:00,8.89,10.676077,9.3843427708731,9.961214422137056,10.37794759611765,8.136959916014783,10.03
2025-12-22 00:00:00,9.35,10.0355625,9.404694093733596,9.071279469727,10.322620072285368,8.169607375541784,9.59
2025-12-22 00:30:00,9.29,9.915809,9.31607871976713,9.241099595594678,10.304308035738272,8.358820706538975,9.51
2025-12-22 01:00:00,9.17,9.855868,9.229201588074156,9.164082863382676,9.940156738978612,8.36034559384442,9.6
